,Contig,Len,sum of seq lens in model,Coverage,Genome
12731,5235_6_11.contig00625,926,0.0,0.0,5235_6_11
12732,5235_6_11.contig00626,913,0.0,0.0,5235_6_11
12733,5235_6_11.contig00627,913,0.0,0.0,5235_6_11
12734,5235_6_11.contig00628,912,0.0,0.0,5235_6_11
12735,5235_6_11.contig00629,906,0.0,0.0,5235_6_11
12736,5235_6_11.contig00630,901,0.0,0.0,5235_6_11
12737,5235_6_11.contig00631,896,0.0,0.0,5235_6_11
12738,5235_6_11.contig00632,892,0.0,0.0,5235_6_11
12739,5235_6_11.contig00633,881,0.0,0.0,5235_6_11
12740,5235_6_11.contig00634,875,0.0,0.0,5235_6_11
12741,5235_6_11.contig00635,869,0.0,0.0,5235_6_11
12742,5235_6_11.contig00636,868,0.0,0.0,5235_6_11
12743,5235_6_11.contig00637,864,0.0,0.0,5235_6_11
12744,5235_6_11.contig00638,864,0.0,0.0,5235_6_11
12745,5235_6_11.contig00639,859,0.0,0.0,5235_6_11
12746,5235_6_11.contig00640,852,0.0,0.0,5235_6_11
12747,5235_6_11.contig00641,848,0.0,0.0,5235_6_11
12748,5235_6_11.contig00642,847,0.0,0.0,5235_6_11
12749,5235_6_11.contig00643,840,0.0,0.0,5235_6_11
12750,5235_6_11.contig00644,830,0.0,0.0,5235_6_11
12751,5235_6_11.contig00645,821,0.0,0.0,5235_6_11
12752,5235_6_11.contig00646,819,0.0,0.0,5235_6_11
12753,5235_6_11.contig00647,812,0.0,0.0,5235_6_11
12754,5235_6_11.contig00648,799,0.0,0.0,5235_6_11
12755,5235_6_11.contig00649,771,0.0,0.0,5235_6_11
12756,5235_6_11.contig00650,734,0.0,0.0,5235_6_11
12757,5235_6_11.contig00651,732,0.0,0.0,5235_6_11
12758,5235_6_11.contig00652,729,0.0,0.0,5235_6_11
12759,5235_6_11.contig00653,721,0.0,0.0,5235_6_11
12760,5235_6_11.contig00654,713,0.0,0.0,5235_6_11
12761,5235_6_11.contig00655,694,0.0,0.0,5235_6_11
12762,5235_6_11.contig00656,693,0.0,0.0,5235_6_11
12763,5235_6_11.contig00657,688,0.0,0.0,5235_6_11
12764,5235_6_11.contig00658,687,0.0,0.0,5235_6_11
12765,5235_6_11.contig00659,681,0.0,0.0,5235_6_11
12766,5235_6_11.contig00660,677,0.0,0.0,5235_6_11
12767,5235_6_11.contig00661,666,0.0,0.0,5235_6_11
12768,5235_6_11.contig00662,652,0.0,0.0,5235_6_11
12769,5235_6_11.contig00663,648,0.0,0.0,5235_6_11
12770,5235_6_11.contig00664,645,0.0,0.0,5235_6_11
12771,5235_6_11.contig00665,639,0.0,0.0,5235_6_11
12772,5235_6_11.contig00666,639,0.0,0.0,5235_6_11
12773,5235_6_11.contig00667,636,0.0,0.0,5235_6_11
12774,5235_6_11.contig00668,627,0.0,0.0,5235_6_11
12775,5235_6_11.contig00669,613,0.0,0.0,5235_6_11
12776,5235_6_11.contig00670,612,0.0,0.0,5235_6_11
12777,5235_6_11.contig00671,590,0.0,0.0,5235_6_11
12778,5235_6_11.contig00672,590,0.0,0.0,5235_6_11
12779,5235_6_11.contig00673,556,0.0,0.0,5235_6_11
12780,5235_6_11.contig00674,542,0.0,0.0,5235_6_11
12781,5235_6_11.contig00675,522,0.0,0.0,5235_6_11
12782,5235_6_11.contig00676,517,0.0,0.0,5235_6_11
12783,5235_6_11.contig00677,515,0.0,0.0,5235_6_11
12784,5235_6_11.contig00678,511,0.0,0.0,5235_6_11
12785,5235_6_11.contig00679,507,0.0,0.0,5235_6_11
12786,5235_6_11.contig00680,507,0.0,0.0,5235_6_11
12787,5235_6_11.contig00681,506,0.0,0.0,5235_6_11
12788,5235_6_11.contig00682,505,0.0,0.0,5235_6_11
12789,5235_6_11.contig00683,482,0.0,0.0,5235_6_11
12790,5235_6_11.contig00684,477,0.0,0.0,5235_6_11
12791,5235_6_11.contig00685,436,0.0,0.0,5235_6_11
12792,5235_6_11.contig00686,435,0.0,0.0,5235_6_11
12793,5235_6_11.contig00687,430,0.0,0.0,5235_6_11
12794,5235_6_11.contig00688,425,0.0,0.0,5235_6_11
12795,5235_6_11.contig00689,421,0.0,0.0,5235_6_11
12796,5235_6_11.contig00690,421,0.0,0.0,5235_6_11
12797,5235_6_11.contig00691,421,0.0,0.0,5235_6_11
12798,5235_6_11.contig00692,414,0.0,0.0,5235_6_11
12799,5235_6_11.contig00693,413,0.0,0.0,5235_6_11
12800,5235_6_11.contig00694,406,0.0,0.0,5235_6_11
12801,5235_6_11.contig00695,400,0.0,0.0,5235_6_11
12802,5235_6_11.contig00696,391,0.0,0.0,5235_6_11
12803,5235_6_11.contig00697,388,0.0,0.0,5235_6_11
12804,5235_6_11.contig00698,385,0.0,0.0,5235_6_11
12805,5235_6_11.contig00699,380,0.0,0.0,5235_6_11
12806,5235_6_11.contig00700,380,0.0,0.0,5235_6_11
12807,5235_6_11.contig00701,369,0.0,0.0,5235_6_11
12808,5235_6_11.contig00702,369,0.0,0.0,5235_6_11
12809,5235_6_11.contig00703,367,0.0,0.0,5235_6_11
12810,5235_6_11.contig00704,364,0.0,0.0,5235_6_11
12811,5235_6_11.contig00705,364,0.0,0.0,5235_6_11
12812,5235_6_11.contig00706,360,0.0,0.0,5235_6_11
12813,5235_6_11.contig00707,348,0.0,0.0,5235_6_11
12814,5235_6_11.contig00708,345,0.0,0.0,5235_6_11
12815,5235_6_11.contig00709,344,0.0,0.0,5235_6_11
12816,5235_6_11.contig00710,342,0.0,0.0,5235_6_11
12817,5235_6_11.contig00711,341,0.0,0.0,5235_6_11
12818,5235_6_11.contig00712,340,0.0,0.0,5235_6_11
12819,5235_6_11.contig00713,338,0.0,0.0,5235_6_11
12820,5235_6_11.contig00714,336,0.0,0.0,5235_6_11
12821,5235_6_11.contig00715,327,0.0,0.0,5235_6_11
12822,5235_6_11.contig00716,326,0.0,0.0,5235_6_11
12823,5235_6_11.contig00717,324,0.0,0.0,5235_6_11
12824,5235_6_11.contig00718,324,0.0,0.0,5235_6_11
12825,5235_6_11.contig00719,317,0.0,0.0,5235_6_11
12826,5235_6_11.contig00720,315,0.0,0.0,5235_6_11
12827,5235_6_11.contig00721,315,0.0,0.0,5235_6_11
12828,5235_6_11.contig00722,306,0.0,0.0,5235_6_11
12829,5235_6_11.contig00723,304,0.0,0.0,5235_6_11
12830,5235_6_11.contig00724,303,0.0,0.0,5235_6_11
12831,5235_6_11.contig00725,296,0.0,0.0,5235_6_11
12832,5235_6_11.contig00726,295,0.0,0.0,5235_6_11
12833,5235_6_11.contig00727,295,0.0,0.0,5235_6_11
12834,5235_6_11.contig00728,293,0.0,0.0,5235_6_11
12835,5235_6_11.contig00729,293,0.0,0.0,5235_6_11
12836,5235_6_11.contig00730,285,0.0,0.0,5235_6_11
12837,5235_6_11.contig00731,280,0.0,0.0,5235_6_11
12838,5235_6_11.contig00732,274,0.0,0.0,5235_6_11
12839,5235_6_11.contig00733,268,0.0,0.0,5235_6_11
12840,5235_6_11.contig00734,268,0.0,0.0,5235_6_11
12841,5235_6_11.contig00735,255,0.0,0.0,5235_6_11
12842,5235_6_11.contig00736,251,0.0,0.0,5235_6_11
12843,5235_6_11.contig00737,251,0.0,0.0,5235_6_11
12844,5235_6_11.contig00738,249,0.0,0.0,5235_6_11
12845,5235_6_11.contig00739,245,0.0,0.0,5235_6_11
12846,5235_6_11.contig00740,244,0.0,0.0,5235_6_11
12847,5235_6_11.contig00741,244,0.0,0.0,5235_6_11
12848,5235_6_11.contig00742,241,0.0,0.0,5235_6_11
12849,5235_6_11.contig00743,241,0.0,0.0,5235_6_11
12850,5235_6_11.contig00744,240,0.0,0.0,5235_6_11
12851,5235_6_11.contig00745,239,0.0,0.0,5235_6_11
12852,5235_6_11.contig00746,239,0.0,0.0,5235_6_11
12853,5235_6_11.contig00747,237,0.0,0.0,5235_6_11
12854,5235_6_11.contig00748,233,0.0,0.0,5235_6_11
12855,5235_6_11.contig00749,231,0.0,0.0,5235_6_11
12856,5235_6_11.contig00750,231,0.0,0.0,5235_6_11
12857,5235_6_11.contig00751,227,0.0,0.0,5235_6_11
12858,5235_6_11.contig00752,225,0.0,0.0,5235_6_11
12859,5235_6_11.contig00753,220,0.0,0.0,5235_6_11
12860,5235_6_11.contig00754,210,0.0,0.0,5235_6_11
12861,5235_6_11.contig00755,206,0.0,0.0,5235_6_11
12862,5235_6_11.contig00756,204,0.0,0.0,5235_6_11
12863,5235_6_11.contig00757,192,0.0,0.0,5235_6_11
12864,5235_6_11.contig00758,184,0.0,0.0,5235_6_11
12865,5235_6_11.contig00759,180,0.0,0.0,5235_6_11
12866,5235_6_11.contig00760,173,0.0,0.0,5235_6_11
12867,5235_6_11.contig00761,172,0.0,0.0,5235_6_11
12868,5235_6_11.contig00762,169,0.0,0.0,5235_6_11
12869,5235_6_11.contig00763,164,0.0,0.0,5235_6_11
12870,5235_6_11.contig00764,161,0.0,0.0,5235_6_11
12871,5235_6_11.contig00765,157,0.0,0.0,5235_6_11
12872,5235_6_11.contig00766,155,0.0,0.0,5235_6_11
12873,5235_6_11.contig00767,153,0.0,0.0,5235_6_11
12874,5235_6_11.contig00768,151,0.0,0.0,5235_6_11
12875,5235_6_11.contig00769,146,0.0,0.0,5235_6_11
12876,5235_6_11.contig00770,137,0.0,0.0,5235_6_11
12877,5235_6_11.contig00771,136,0.0,0.0,5235_6_11
12878,5235_6_11.contig00772,134,0.0,0.0,5235_6_11
12879,5235_6_11.contig00773,134,0.0,0.0,5235_6_11
12880,5235_6_11.contig00774,134,0.0,0.0,5235_6_11
12881,5235_6_11.contig00775,133,0.0,0.0,5235_6_11
12882,5235_6_11.contig00776,133,0.0,0.0,5235_6_11
12883,5235_6_11.contig00777,131,0.0,0.0,5235_6_11
12884,5235_6_11.contig00778,130,0.0,0.0,5235_6_11
12885,5235_6_11.contig00779,128,0.0,0.0,5235_6_11
12886,5235_6_11.contig00780,127,0.0,0.0,5235_6_11
12887,5235_6_11.contig00781,126,0.0,0.0,5235_6_11
12888,5235_6_11.contig00782,124,0.0,0.0,5235_6_11
12889,5235_6_11.contig00783,123,0.0,0.0,5235_6_11
12890,5235_6_11.contig00784,122,0.0,0.0,5235_6_11
12891,5235_6_11.contig00785,120,0.0,0.0,5235_6_11
12892,5235_6_11.contig00786,120,0.0,0.0,5235_6_11
12893,5235_6_11.contig00787,119,0.0,0.0,5235_6_11
12894,5235_6_11.contig00788,118,0.0,0.0,5235_6_11
12895,5235_6_11.contig00789,117,0.0,0.0,5235_6_11
12896,5235_6_11.contig00790,117,0.0,0.0,5235_6_11
12897,5235_6_11.contig00791,113,0.0,0.0,5235_6_11
12898,5235_6_11.contig00792,111,0.0,0.0,5235_6_11
12899,5235_6_11.contig00793,111,0.0,0.0,5235_6_11
12900,5235_6_11.contig00794,111,0.0,0.0,5235_6_11
12901,5235_6_11.contig00795,110,0.0,0.0,5235_6_11
12902,5235_6_11.contig00796,109,0.0,0.0,5235_6_11
12903,5235_6_11.contig00797,109,0.0,0.0,5235_6_11
12904,5235_6_11.contig00798,109,0.0,0.0,5235_6_11
12905,5235_6_11.contig00799,109,0.0,0.0,5235_6_11
12906,5235_6_11.contig00800,109,0.0,0.0,5235_6_11
12907,5235_6_11.contig00801,109,0.0,0.0,5235_6_11
12908,5235_6_11.contig00802,109,0.0,0.0,5235_6_11
12909,5235_6_11.contig00803,109,0.0,0.0,5235_6_11
12910,5235_6_11.contig00804,108,0.0,0.0,5235_6_11
12911,5235_6_11.contig00805,108,0.0,0.0,5235_6_11
12912,5235_6_11.contig00806,108,0.0,0.0,5235_6_11
12913,5235_6_11.contig00807,108,0.0,0.0,5235_6_11
12914,5235_6_11.contig00808,108,0.0,0.0,5235_6_11
12915,5235_6_11.contig00809,107,0.0,0.0,5235_6_11
12916,5235_6_11.contig00810,106,0.0,0.0,5235_6_11
12917,5235_6_11.contig00811,106,0.0,0.0,5235_6_11
12918,5235_6_11.contig00812,102,0.0,0.0,5235_6_11
12919,5235_6_11.contig00813,102,0.0,0.0,5235_6_11
12920,5235_6_11.contig00814,101,0.0,0.0,5235_6_11
12995,5197_7_4.contig00001,382127,0.0,0.0,5197_7_4
12996,5197_7_4.contig00002,284455,0.0,0.0,5197_7_4
12997,5197_7_4.contig00003,232666,0.0,0.0,5197_7_4
12998,5197_7_4.contig00004,206398,0.0,0.0,5197_7_4
12999,5197_7_4.contig00005,194192,0.0,0.0,5197_7_4
13000,5197_7_4.contig00006,194096,0.0,0.0,5197_7_4
13001,5197_7_4.contig00007,173023,0.0,0.0,5197_7_4
13002,5197_7_4.contig00008,171271,0.0,0.0,5197_7_4
13003,5197_7_4.contig00009,169650,0.0,0.0,5197_7_4
13004,5197_7_4.contig00010,138151,0.0,0.0,5197_7_4
13005,5197_7_4.contig00011,134052,0.0,0.0,5197_7_4
13006,5197_7_4.contig00012,131470,0.0,0.0,5197_7_4
13007,5197_7_4.contig00013,114688,0.0,0.0,5197_7_4
13008,5197_7_4.contig00014,105179,0.0,0.0,5197_7_4
13009,5197_7_4.contig00015,104354,0.0,0.0,5197_7_4
13010,5197_7_4.contig00016,100527,0.0,0.0,5197_7_4
13011,5197_7_4.contig00017,99101,0.0,0.0,5197_7_4
13012,5197_7_4.contig00018,95819,0.0,0.0,5197_7_4
13013,5197_7_4.contig00019,94811,0.0,0.0,5197_7_4
13014,5197_7_4.contig00020,94200,0.0,0.0,5197_7_4
13015,5197_7_4.contig00021,88684,0.0,0.0,5197_7_4
13016,5197_7_4.contig00022,86473,0.0,0.0,5197_7_4
13017,5197_7_4.contig00023,86429,0.0,0.0,5197_7_4
13018,5197_7_4.contig00024,84752,0.0,0.0,5197_7_4
13019,5197_7_4.contig00025,81462,0.0,0.0,5197_7_4
13020,5197_7_4.contig00026,75629,0.0,0.0,5197_7_4
13021,5197_7_4.contig00027,71862,0.0,0.0,5197_7_4
13022,5197_7_4.contig00028,66306,0.0,0.0,5197_7_4
13023,5197_7_4.contig00029,66225,0.0,0.0,5197_7_4
13024,5197_7_4.contig00030,62640,0.0,0.0,5197_7_4
13025,5197_7_4.contig00031,58662,0.0,0.0,5197_7_4
13026,5197_7_4.contig00032,58248,0.0,0.0,5197_7_4
13027,5197_7_4.contig00033,57649,0.0,0.0,5197_7_4
13028,5197_7_4.contig00034,56695,0.0,0.0,5197_7_4
13029,5197_7_4.contig00035,55943,0.0,0.0,5197_7_4
13030,5197_7_4.contig00036,50852,0.0,0.0,5197_7_4
13031,5197_7_4.contig00037,49552,0.0,0.0,5197_7_4
13032,5197_7_4.contig00038,47145,0.0,0.0,5197_7_4
13033,5197_7_4.contig00039,46875,0.0,0.0,5197_7_4
13034,5197_7_4.contig00040,46004,0.0,0.0,5197_7_4
13035,5197_7_4.contig00041,45838,0.0,0.0,5197_7_4
13036,5197_7_4.contig00042,42832,0.0,0.0,5197_7_4
13037,5197_7_4.contig00043,42273,0.0,0.0,5197_7_4
13038,5197_7_4.contig00044,40546,0.0,0.0,5197_7_4
13039,5197_7_4.contig00045,38038,0.0,0.0,5197_7_4
13040,5197_7_4.contig00046,37596,0.0,0.0,5197_7_4
13041,5197_7_4.contig00047,37141,0.0,0.0,5197_7_4
13042,5197_7_4.contig00048,34349,0.0,0.0,5197_7_4
13043,5197_7_4.contig00049,31561,20008.0,0.6339469598555179,5197_7_4
13044,5197_7_4.contig00050,31072,27478.0,0.8843331616889805,5197_7_4
13045,5197_7_4.contig00051,30753,0.0,0.0,5197_7_4
13046,5197_7_4.contig00052,29405,0.0,0.0,5197_7_4
13047,5197_7_4.contig00053,26703,0.0,0.0,5197_7_4
13048,5197_7_4.contig00054,26178,26183.0,1.0,5197_7_4
13049,5197_7_4.contig00055,24444,0.0,0.0,5197_7_4
13050,5197_7_4.contig00056,23293,0.0,0.0,5197_7_4
13051,5197_7_4.contig00057,22925,0.0,0.0,5197_7_4
13052,5197_7_4.contig00058,22823,0.0,0.0,5197_7_4
13053,5197_7_4.contig00059,21575,0.0,0.0,5197_7_4
13054,5197_7_4.contig00060,20992,0.0,0.0,5197_7_4
13055,5197_7_4.contig00061,20806,0.0,0.0,5197_7_4
13056,5197_7_4.contig00062,20072,0.0,0.0,5197_7_4
13057,5197_7_4.contig00063,18992,0.0,0.0,5197_7_4
13058,5197_7_4.contig00064,18037,17890.0,0.991850085934468,5197_7_4
13059,5197_7_4.contig00065,18027,0.0,0.0,5197_7_4
13060,5197_7_4.contig00066,16062,0.0,0.0,5197_7_4
13061,5197_7_4.contig00067,15466,0.0,0.0,5197_7_4
13062,5197_7_4.contig00068,15418,0.0,0.0,5197_7_4
13063,5197_7_4.contig00069,15319,0.0,0.0,5197_7_4
13064,5197_7_4.contig00070,14672,0.0,0.0,5197_7_4
13065,5197_7_4.contig00071,14636,13048.0,0.8915004099480732,5197_7_4
13066,5197_7_4.contig00072,14086,0.0,0.0,5197_7_4
13067,5197_7_4.contig00073,14076,0.0,0.0,5197_7_4
13068,5197_7_4.contig00074,13407,9845.0,0.734317893637652,5197_7_4
13069,5197_7_4.contig00075,13056,0.0,0.0,5197_7_4
13070,5197_7_4.contig00076,12876,12881.0,1.0,5197_7_4
13071,5197_7_4.contig00077,12757,0.0,0.0,5197_7_4
13072,5197_7_4.contig00078,12673,0.0,0.0,5197_7_4
13073,5197_7_4.contig00079,12073,0.0,0.0,5197_7_4
13074,5197_7_4.contig00080,11113,0.0,0.0,5197_7_4
13075,5197_7_4.contig00081,11007,0.0,0.0,5197_7_4
13076,5197_7_4.contig00082,10430,0.0,0.0,5197_7_4
13077,5197_7_4.contig00083,10283,0.0,0.0,5197_7_4
13078,5197_7_4.contig00084,10119,0.0,0.0,5197_7_4
13079,5197_7_4.contig00085,9635,0.0,0.0,5197_7_4
13080,5197_7_4.contig00086,9349,0.0,0.0,5197_7_4
13081,5197_7_4.contig00087,9247,0.0,0.0,5197_7_4
13082,5197_7_4.contig00088,9212,0.0,0.0,5197_7_4
13083,5197_7_4.contig00089,9084,4026.0,0.4431968295904888,5197_7_4
13084,5197_7_4.contig00090,8859,0.0,0.0,5197_7_4
13085,5197_7_4.contig00091,8759,0.0,0.0,5197_7_4
13086,5197_7_4.contig00092,8562,0.0,0.0,5197_7_4
13087,5197_7_4.contig00093,8296,0.0,0.0,5197_7_4
13088,5197_7_4.contig00094,7995,0.0,0.0,5197_7_4
13089,5197_7_4.contig00095,7893,0.0,0.0,5197_7_4
13090,5197_7_4.contig00096,7859,0.0,0.0,5197_7_4
13091,5197_7_4.contig00097,7252,0.0,0.0,5197_7_4
13092,5197_7_4.contig00098,7221,0.0,0.0,5197_7_4
13093,5197_7_4.contig00099,7036,0.0,0.0,5197_7_4
13094,5197_7_4.contig00100,6924,0.0,0.0,5197_7_4
13095,5197_7_4.contig00101,6914,0.0,0.0,5197_7_4
13096,5197_7_4.contig00102,6694,0.0,0.0,5197_7_4
13097,5197_7_4.contig00103,6656,0.0,0.0,5197_7_4
13098,5197_7_4.contig00104,6561,0.0,0.0,5197_7_4
13099,5197_7_4.contig00105,6409,0.0,0.0,5197_7_4
13100,5197_7_4.contig00106,5925,0.0,0.0,5197_7_4
13101,5197_7_4.contig00107,5816,0.0,0.0,5197_7_4
13102,5197_7_4.contig00108,5682,0.0,0.0,5197_7_4
13103,5197_7_4.contig00109,5189,0.0,0.0,5197_7_4
13104,5197_7_4.contig00110,5018,0.0,0.0,5197_7_4
13105,5197_7_4.contig00111,4795,0.0,0.0,5197_7_4
13106,5197_7_4.contig00112,4661,0.0,0.0,5197_7_4
13107,5197_7_4.contig00113,4592,0.0,0.0,5197_7_4
13108,5197_7_4.contig00114,4500,0.0,0.0,5197_7_4
13109,5197_7_4.contig00115,4331,4194.0,0.968367582544447,5197_7_4
13110,5197_7_4.contig00116,4315,0.0,0.0,5197_7_4
13111,5197_7_4.contig00117,4306,4309.0,1.0,5197_7_4
13112,5197_7_4.contig00118,4063,0.0,0.0,5197_7_4
13113,5197_7_4.contig00119,3993,0.0,0.0,5197_7_4
13114,5197_7_4.contig00120,3742,0.0,0.0,5197_7_4
13115,5197_7_4.contig00121,3729,0.0,0.0,5197_7_4
13116,5197_7_4.contig00122,3650,0.0,0.0,5197_7_4
13117,5197_7_4.contig00123,3613,0.0,0.0,5197_7_4
13118,5197_7_4.contig00124,3524,3467.0,0.9838251986379115,5197_7_4
13119,5197_7_4.contig00125,3482,0.0,0.0,5197_7_4
13120,5197_7_4.contig00126,3441,0.0,0.0,5197_7_4
13121,5197_7_4.contig00127,3438,0.0,0.0,5197_7_4
13122,5197_7_4.contig00128,3237,0.0,0.0,5197_7_4
13123,5197_7_4.contig00129,3234,0.0,0.0,5197_7_4
13124,5197_7_4.contig00130,3219,0.0,0.0,5197_7_4
13125,5197_7_4.contig00131,3203,0.0,0.0,5197_7_4
13126,5197_7_4.contig00132,3177,0.0,0.0,5197_7_4
13127,5197_7_4.contig00133,3144,0.0,0.0,5197_7_4
13128,5197_7_4.contig00134,3099,0.0,0.0,5197_7_4
13129,5197_7_4.contig00135,3099,0.0,0.0,5197_7_4
13130,5197_7_4.contig00136,3083,0.0,0.0,5197_7_4
13131,5197_7_4.contig00137,3062,0.0,0.0,5197_7_4
13132,5197_7_4.contig00138,3039,0.0,0.0,5197_7_4
13133,5197_7_4.contig00139,2954,2948.0,0.997968855788761,5197_7_4
13134,5197_7_4.contig00140,2933,0.0,0.0,5197_7_4
13135,5197_7_4.contig00141,2716,0.0,0.0,5197_7_4
13136,5197_7_4.contig00142,2654,2658.0,1.0,5197_7_4
13137,5197_7_4.contig00143,2633,2635.0,1.0,5197_7_4
13138,5197_7_4.contig00144,2590,0.0,0.0,5197_7_4
13139,5197_7_4.contig00145,2541,0.0,0.0,5197_7_4
13140,5197_7_4.contig00146,2532,2535.0,1.0,5197_7_4
13141,5197_7_4.contig00147,2487,0.0,0.0,5197_7_4
13142,5197_7_4.contig00148,2457,2459.0,1.0,5197_7_4
13143,5197_7_4.contig00149,2434,1089.0,0.44741166803615445,5197_7_4
13144,5197_7_4.contig00150,2366,0.0,0.0,5197_7_4
13145,5197_7_4.contig00151,2358,0.0,0.0,5197_7_4
13146,5197_7_4.contig00152,2293,0.0,0.0,5197_7_4
13147,5197_7_4.contig00153,2285,2286.0,1.0,5197_7_4
13148,5197_7_4.contig00154,2260,0.0,0.0,5197_7_4
13149,5197_7_4.contig00155,2241,0.0,0.0,5197_7_4
13150,5197_7_4.contig00156,2191,0.0,0.0,5197_7_4
13151,5197_7_4.contig00157,2178,2170.0,0.9963269054178145,5197_7_4
13152,5197_7_4.contig00158,2163,0.0,0.0,5197_7_4
13153,5197_7_4.contig00159,2162,2165.0,1.0,5197_7_4
13154,5197_7_4.contig00160,2153,2156.0,1.0,5197_7_4
13155,5197_7_4.contig00161,2138,0.0,0.0,5197_7_4
13156,5197_7_4.contig00162,2113,0.0,0.0,5197_7_4
13157,5197_7_4.contig00163,2052,0.0,0.0,5197_7_4
13158,5197_7_4.contig00164,2009,0.0,0.0,5197_7_4
13159,5197_7_4.contig00165,1888,1890.0,1.0,5197_7_4
13160,5197_7_4.contig00166,1870,1853.0,0.990909090909091,5197_7_4
13161,5197_7_4.contig00167,1838,0.0,0.0,5197_7_4
13162,5197_7_4.contig00168,1782,0.0,0.0,5197_7_4
13163,5197_7_4.contig00169,1725,0.0,0.0,5197_7_4
13164,5197_7_4.contig00170,1699,0.0,0.0,5197_7_4
13165,5197_7_4.contig00171,1625,1625.0,1.0,5197_7_4
13166,5197_7_4.contig00172,1555,0.0,0.0,5197_7_4
13167,5197_7_4.contig00173,1459,1464.0,1.0,5197_7_4
13168,5197_7_4.contig00174,1444,1444.0,1.0,5197_7_4
13169,5197_7_4.contig00175,1437,1438.0,1.0,5197_7_4
13170,5197_7_4.contig00176,1375,0.0,0.0,5197_7_4
13171,5197_7_4.contig00177,1355,0.0,0.0,5197_7_4
13172,5197_7_4.contig00178,1340,0.0,0.0,5197_7_4
13173,5197_7_4.contig00179,1301,0.0,0.0,5197_7_4
13174,5197_7_4.contig00180,1249,0.0,0.0,5197_7_4
13175,5197_7_4.contig00181,1239,0.0,0.0,5197_7_4
13176,5197_7_4.contig00182,1208,0.0,0.0,5197_7_4
13177,5197_7_4.contig00183,1189,1193.0,1.0,5197_7_4
13178,5197_7_4.contig00184,1183,1185.0,1.0,5197_7_4
13179,5197_7_4.contig00185,1178,1147.0,0.9736842105263158,5197_7_4
13180,5197_7_4.contig00186,1161,0.0,0.0,5197_7_4
13181,5197_7_4.contig00187,1159,1161.0,1.0,5197_7_4
13182,5197_7_4.contig00188,1073,0.0,0.0,5197_7_4
13183,5197_7_4.contig00189,1056,0.0,0.0,5197_7_4
13184,5197_7_4.contig00190,1037,0.0,0.0,5197_7_4
13185,5197_7_4.contig00191,1005,0.0,0.0,5197_7_4
13186,5197_7_4.contig00192,981,0.0,0.0,5197_7_4
13187,5197_7_4.contig00193,980,0.0,0.0,5197_7_4
13188,5197_7_4.contig00194,978,0.0,0.0,5197_7_4
13189,5197_7_4.contig00195,940,0.0,0.0,5197_7_4
13190,5197_7_4.contig00196,914,0.0,0.0,5197_7_4
13191,5197_7_4.contig00197,886,0.0,0.0,5197_7_4
13192,5197_7_4.contig00198,870,0.0,0.0,5197_7_4
13193,5197_7_4.contig00199,867,0.0,0.0,5197_7_4
13194,5197_7_4.contig00200,858,0.0,0.0,5197_7_4
13195,5197_7_4.contig00201,852,0.0,0.0,5197_7_4
13196,5197_7_4.contig00202,850,0.0,0.0,5197_7_4
13197,5197_7_4.contig00203,825,0.0,0.0,5197_7_4
13198,5197_7_4.contig00204,820,0.0,0.0,5197_7_4
13199,5197_7_4.contig00205,818,0.0,0.0,5197_7_4
13200,5197_7_4.contig00206,788,0.0,0.0,5197_7_4
13201,5197_7_4.contig00207,788,0.0,0.0,5197_7_4
13202,5197_7_4.contig00208,768,0.0,0.0,5197_7_4
13203,5197_7_4.contig00209,711,0.0,0.0,5197_7_4
13204,5197_7_4.contig00210,639,0.0,0.0,5197_7_4
13205,5197_7_4.contig00211,637,0.0,0.0,5197_7_4
13206,5197_7_4.contig00212,613,0.0,0.0,5197_7_4
13207,5197_7_4.contig00213,612,0.0,0.0,5197_7_4
13208,5197_7_4.contig00214,593,0.0,0.0,5197_7_4
13209,5197_7_4.contig00215,543,0.0,0.0,5197_7_4
13210,5197_7_4.contig00216,541,0.0,0.0,5197_7_4
13211,5197_7_4.contig00217,526,0.0,0.0,5197_7_4
13212,5197_7_4.contig00218,495,0.0,0.0,5197_7_4
13213,5197_7_4.contig00219,492,0.0,0.0,5197_7_4
13214,5197_7_4.contig00220,478,0.0,0.0,5197_7_4
13215,5197_7_4.contig00221,471,0.0,0.0,5197_7_4
13216,5197_7_4.contig00222,455,0.0,0.0,5197_7_4
13217,5197_7_4.contig00223,434,0.0,0.0,5197_7_4
13218,5197_7_4.contig00224,390,0.0,0.0,5197_7_4
13219,5197_7_4.contig00225,383,0.0,0.0,5197_7_4
13220,5197_7_4.contig00226,380,0.0,0.0,5197_7_4
13221,5197_7_4.contig00227,379,0.0,0.0,5197_7_4
13222,5197_7_4.contig00228,379,0.0,0.0,5197_7_4
13223,5197_7_4.contig00229,377,0.0,0.0,5197_7_4
13224,5197_7_4.contig00230,352,0.0,0.0,5197_7_4
13225,5197_7_4.contig00231,351,0.0,0.0,5197_7_4
13226,5197_7_4.contig00232,349,0.0,0.0,5197_7_4
13227,5197_7_4.contig00233,329,0.0,0.0,5197_7_4
13228,5197_7_4.contig00234,325,0.0,0.0,5197_7_4
13229,5197_7_4.contig00235,309,0.0,0.0,5197_7_4
13230,5197_7_4.contig00236,292,0.0,0.0,5197_7_4
13231,5197_7_4.contig00237,288,0.0,0.0,5197_7_4
